id,Name,Property_type,Country,code,latitude,longitude,neighbourhood,Accomadates,Price,guests_included,Extra_people,min_nights,max_nights,Cancellation_policy,amenities,availability_365,bedrooms,beds,room_type,last_review,Reviews_count,review_score,host_listings,host_name,host_id,verified_host
278,Cozy&clean room in Sisli next to subway,Apartment,Turkey,TUR,41.05766,28.98327,Şişli,2,158,1,105,1,1125,flexible,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Host greets you']",267,1,1,Private room,09-04-2018 04:00,1,100,1,Nur,27101013,FALSE
280,Bright Room in Spacious Astoria Apt,Apartment,United States of America,USA,40.76079,-73.93215,Queens,1,65,1,0,1,1125,flexible,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Essentials', 'Lock on bedroom door', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1,1,Private room,02-01-2018 05:00,5,96,1,Garth,62939516,TRUE
281,PALMS AT WAILEA #905-2BR-REMODELED-LARGE LANAI-AC,Condominium,United States of America,USA,20.69735,-156.4409,Maui,6,240,1,0,5,1125,super_strict_60,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide doorway', 'Well-lit path to entrance']",143,2,3,Entire home/apt,12-01-2019 05:00,18,99,59,Pmi,57940735,FALSE
282,"Kowloon Mongkok 1812 Twin Room A, near station",Apartment,Hong Kong,CHN,22.31463,114.16885,Mong Kok,2,306,1,0,2,90,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Doorman', 'Elevator', 'Family/kid friendly', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Self check-in', 'Building staff', 'Private entrance', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",95,0,2,Private room,19-02-2019 05:00,71,91,13,Man Ching Athena,6361579,TRUE
283,Beyoğlunda Şirin Kullanışlı Stüdyo2,Apartment,Turkey,TUR,41.03746,28.97483,Taksim,2,90,1,0,1,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",340,1,1,Entire home/apt,02-02-2019 05:00,176,87,9,İlknur Bülent,4174788,TRUE
284,"Casa ""Voltaria"", o desejo de voltar",Apartment,Portugal,PRT,41.13534,-8.60605,,4,120,1,0,3,1125,moderate,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",45,3,3,Entire home/apt,03-03-2017 05:00,10,93,1,Fatima,23993576,FALSE
285,"Spacious, bright, central. AC. Rambla Catalunya",Serviced apartment,Spain,ESP,41.39139,2.16424,Eixample,8,599,8,0,2,29,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed']",179,4,7,Entire home/apt,20-02-2019 05:00,4,100,66,Yaiza,5878688,TRUE
287,Barra da Tijuca: cobertura ESPETACULAR,Condominium,Brazil,BRA,-22.98369163,-43.38281341,Barra da Tijuca,8,1000,1,150,1,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Gym', 'Pets live on this property', 'Elevator', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Long term stays allowed', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Wide clearance to bed', 'Waterfront']",361,5,5,Entire home/apt,17-09-2017 04:00,1,100,4,Monica,63088500,FALSE
288,MODERN CONDO WITH VIEW - GRIFFIN,Apartment,Canada,CA,45.49665,-73.55863,Griffintown,3,79,1,0,2,2,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace']",0,2,2,Entire home/apt,28-03-2016 04:00,1,100,1,Manon,23898986,TRUE
289,18C.  NICE AND COZY 2 BEDROOMS. PERFECT LOCATION!,Apartment,Canada,CA,45.51702,-73.57981,Le Plateau,4,90,2,10,1,1125,moderate,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water']",155,2,2,Entire home/apt,17-02-2019 05:00,93,92,18,Simple Stay,9998124,FALSE
291,2 BR Queen Size Sunny - Nolita,Apartment,United States of America,USA,40.72182,-73.99449,Manhattan,4,250,4,50,4,1125,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Long term stays allowed']",80,2,2,Entire home/apt,03-03-2019 05:00,217,94,2,Brendan,4404268,TRUE
292,O charme de estar em frente à praia,Serviced apartment,Brazil,BRA,-23.03064777,-43.47716331,,4,548,1,0,5,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Gym', 'Breakfast', 'Elevator', 'Free street parking', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Waterfront', 'Beachfront', 'Paid parking on premises']",354,1,1,Entire home/apt,18-01-2019 05:00,2,100,1,Alexandre,48161510,FALSE
293,Colourful apt in Plateau/Mile End,Apartment,Canada,CA,45.5221,-73.58715,Mile End,4,75,4,10,3,1125,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",0,1,2,Entire home/apt,27-07-2018 04:00,25,99,1,Toby,11461476,TRUE
294,Au cœur de la Petite Patrie,Apartment,Canada,CA,45.54566,-73.59462,Rosemont-La Petite-Patrie,6,115,1,0,1,1125,flexible,[''],145,2,4,Entire home/apt,19-08-2018 04:00,13,94,1,Zoé,56543131,FALSE
295,Direct Oceanfront - Unit 149,Condominium,United States of America,USA,22.05273,-159.32835,Kauaʻi,3,139,1,0,3,180,super_strict_30,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Free parking on premises', 'Hot tub', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Essentials']",289,0,1,Entire home/apt,03-12-2018 05:00,19,88,34,Hula Now,39166875,FALSE
296,great Terrace&lift city center,Apartment,Spain,ESP,41.39922,2.15761,Gràcia,5,58,2,30,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Bathtub', 'High chair', 'Children’s books and toys', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide entryway', 'Paid parking on premises']",316,2,3,Entire home/apt,18-02-2019 05:00,213,88,17,Patricia,5432336,TRUE
297,Spacious bedroom with a trundle bed in Botafogo,House,Brazil,BRA,-22.95295958,-43.19254931,Botafogo,2,317,1,0,2,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Doorman', 'Pets live on this property', 'Cat(s)', 'Buzzer/wireless intercom', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",364,1,2,Private room,06-01-2017 05:00,5,100,3,Ana Rita,54784222,FALSE
299,Apartamento Centro histórico,Apartment,Portugal,PRT,41.1455,-8.63001,,4,75,2,15,3,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'translation missing: en.hosting_amenity_50', 'Host greets you']",352,1,4,Entire home/apt,05-01-2018 05:00,5,96,2,Francisco,63486615,FALSE
300,Cruisy apartment by the sea,Apartment,Australia,AUS,-33.662,151.32223,,2,151,1,0,2,30,flexible,"['TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Cat(s)', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",0,0,1,Entire home/apt,02-10-2016 04:00,2,100,1,Dean,42173021,TRUE
301,Amazing Ocean View Condo in Wailea!,Condominium,United States of America,USA,20.69055,-156.43546,Kihei/Wailea,8,345,1,0,4,30,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Other']",158,3,5,Entire home/apt,28-02-2019 05:00,65,98,1,Jim,3427620,TRUE
302,"Vista magnifica mar,lagoa,montanha.",Apartment,Brazil,BRA,-23.00879164,-43.36453026,Barra da Tijuca,4,209,2,0,2,30,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Fire extinguisher', 'Essentials', 'Hangers', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",0,1,4,Entire home/apt,01-03-2017 05:00,5,92,1,Ana Cristina,63618115,TRUE
304,"Spacious, Sunny Room in Park Slope",House,United States of America,USA,40.67549,-73.98057,Park Slope,2,85,1,0,2,1125,flexible,"['Internet', 'Wifi', 'Air conditioning', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron']",0,1,1,Private room,24-06-2016 04:00,1,100,2,Lisah,24253453,TRUE
305,Charming and cozy condo Plateau Mt-Royal/ McGill,Condominium,Canada,CA,45.5084,-73.57711,Le Plateau-Mont-Royal,3,68,2,10,2,1125,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",0,0,1,Entire home/apt,22-05-2017 04:00,16,98,1,Tarek,27836110,TRUE
306,Suíte TOP frente Mar Barra posto 4 + Café da Manhã,Condominium,Brazil,BRA,-23.01165714,-43.3280992,Barra da Tijuca,5,108,1,34,1,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Gym', 'Breakfast', 'Elevator', 'Free street parking', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Window guards', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Waterfront', 'Beachfront']",343,1,1,Private room,05-01-2019 05:00,107,98,24,Assunção De Fatima,15900036,TRUE
307,linda casa com piscina em condomínio e arrumadeira,House,Brazil,BRA,-22.9388103,-43.35604375,,5,399,1,0,5,25,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Family/kid friendly', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",0,2,3,Entire home/apt,15-08-2016 04:00,1,100,1,Luiz,42159678,TRUE
308,Ideal para famílias!Muita segurança,Apartment,Brazil,BRA,-23.02338692,-43.49085155,Recreio dos Bandeirantes,6,131,4,50,2,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Children’s books and toys', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other', 'Beachfront']",323,2,3,Entire home/apt,05-02-2019 05:00,31,97,1,Augusto,20407614,FALSE
310,Double room with private bathroom,Apartment,Spain,ESP,41.43038,2.17935,Vilapicina i la Torre Llobeta,2,38,1,8,32,40,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Luggage dropoff allowed', 'Host greets you']",88,1,1,Private room,29-07-2018 04:00,12,98,1,Sonia,16022141,FALSE
311,Porto-amazing room with ensuite,Apartment,Portugal,PRT,41.18877,-8.58364,,2,30,1,0,2,15,moderate,"['TV', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer']",358,1,1,Private room,19-03-2018 04:00,4,100,1,Maria,6535569,FALSE
313,Two bedroom apartment,Apartment,Spain,ESP,41.39137,2.17434,Eixample,4,155,2,35,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Bathtub', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Patio or balcony']",217,2,3,Entire home/apt,07-02-2019 05:00,23,98,9,Mariana & Ramón,6544866,TRUE
314,B. Arts IV,Apartment,Portugal,PRT,41.14543,-8.60033,,2,50,1,0,2,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Heating', 'Essentials', 'Hangers', 'Hair dryer', 'Pack ’n Play/travel crib', 'Hot water', 'Long term stays allowed', 'Other']",233,1,1,Entire home/apt,16-07-2017 04:00,3,100,12,OX Pedro & Nuno,4656501,FALSE
315,Kiahuna 307: Corner Condo Over The Moir Gardens,Condominium,United States of America,USA,21.87821,-159.46122,Kauaʻi,5,246,1,0,1,365,super_strict_60,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Hot tub', 'Family/kid friendly', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo']",337,1,3,Entire home/apt,03-01-2019 05:00,28,94,74,Great Vacation Retreats,42618840,TRUE
317,3 Quartos Ipanema c/Piscina,Apartment,Brazil,BRA,-22.98217661,-43.20731407,Ipanema,6,399,1,100,1,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Host greets you']",0,3,4,Entire home/apt,02-01-2019 05:00,5,100,1,Lucas,64195788,TRUE
